,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
2865,Andriej Kapas,M,POL,105399.0,R,427,582,40,0,19,0,25,14,15,5,-1,-1,-1,-1,-1,-1,-1,-1,0,3419.28087431439,191.14,13/08/1989,1511,1152,619,158,287.0,119.0,19,21,40,13,6,0,0,0,12,9,0,0,0,21
2866,Sho Katayama,M,JPN,105335.0,U,584,748,8,0,4,0,5,3,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,549.0,176.29,15/05/1989,345,237,81,16,18.0,16.0,4,4,8,4,0,0,0,0,4,0,0,0,0,4
2867,Yuichi Ito,M,JPN,104781.0,R,646,926,11,0,3,0,6,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,0,1172.0,176.29,08/08/1986,464,324,127,25,35.0,49.0,3,8,11,3,0,0,0,0,8,0,0,0,0,8
2868,Gengo Kikuchi,M,JPN,105869.0,U,652,933,8,0,3,0,6,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,659.0,176.29,08/11/1991,381,254,89,11,38.0,38.0,3,5,8,3,0,0,0,0,5,0,0,0,0,5
2869,Takuto Niki,M,JPN,105026.0,U,304,756,62,0,27,0,25,12,25,10,10,5,2,-1,2,1,-1,-1,0,5703.0,176.29,13/10/1987,2665,1854,818,142,311.0,231.0,28,36,64,28,0,0,0,0,36,0,0,0,0,35
2870,Peter Kobelt,M,USA,122248.0,U,365,566,25,0,10,0,14,7,4,1,7,2,-1,-1,-1,-1,-1,-1,0,2248.436320581943,186.77,18/11/1990,1133,835,360,81,265.0,79.0,10,15,25,10,0,0,0,0,15,0,0,0,0,14
2871,Jimmy Wang,M,TPE,104499.0,R,299,942,50,0,27,0,34,18,14,8,2,1,-1,-1,-1,-1,-1,-1,0,3960.829544622089,178.0,08/02/1985,1777,1219,592,96,127.0,144.0,27,23,50,27,0,0,0,0,22,1,0,0,0,23
2872,Mate Delic,M,CRO,106243.0,R,396,508,26,0,10,0,17,7,4,2,5,1,-1,-1,-1,-1,-1,-1,0,2058.0,190.5,02/10/1993,1079,762,365,39,158.0,75.0,10,16,26,4,6,0,0,0,4,12,0,0,0,16
2873,Felipe Mantilla,M,COL,106181.0,R,478,933,52,0,22,0,9,3,13,5,27,13,3,1,-1,-1,-1,-1,0,5043.661020033455,188.0,15/05/1993,2329,1549,762,154,184.0,196.0,22,30,52,9,13,0,0,0,9,21,0,0,0,29
2874,Caio Zampieri,M,BRA,104738.0,R,247,371,64,0,31,0,45,26,19,5,-1,-1,-1,-1,-1,-1,-1,-1,0,5854.0,183.0,01/06/1986,3030,2053,766,144,224.0,261.0,31,33,64,12,19,0,0,0,11,22,0,0,0,33
2875,Agustin Moreno,M,MEX,101339.0,R,0,0,4,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,263.0,180.0,06/04/1967,117,82,49,31,8.0,16.0,1,3,4,0,1,0,0,0,2,1,0,0,0,3
2876,Divij Sharan,M,IND,104690.0,L,896,898,9,0,2,0,5,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,619.0,183.8,01/03/1986,361,240,78,28,28.0,27.0,2,7,9,1,1,0,0,0,3,3,1,0,0,7
2877,Gianni Mina,M,FRA,105917.0,R,315,633,33,0,18,0,16,8,9,5,8,5,-1,-1,-1,-1,-1,-1,0,3054.816466301008,185.0,11/02/1992,1485,1011,387,61,149.0,115.0,18,15,33,12,6,0,0,0,7,8,0,0,0,15
2878,Robin Stanek,M,CZE,106377.0,L,261,681,66,0,30,0,45,19,10,6,10,5,1,-1,-1,-1,-1,-1,0,5739.0,190.38,05/01/1995,2772,1885,810,158,222.0,261.0,30,36,66,9,21,0,0,0,9,27,0,0,0,35
2879,Ivan Endara,M,ECU,105111.0,U,373,1225,46,1,20,1,14,7,19,8,14,6,-1,-1,-1,-1,-1,-1,0,4007.533661197341,193.0,04/03/1988,1939,1332,625,115,177.0,206.0,21,26,47,9,12,0,0,0,9,17,0,0,0,27
2880,Elmar Ejupovic,M,BIH,110618.0,R,383,733,38,0,16,0,3,1,2,1,13,5,-1,-1,5,2,15,7,0,4398.898797806049,182.5,05/02/1993,1832,1319,521,107,237.0,144.0,16,22,38,1,15,0,0,0,4,18,0,0,0,22
2881,Herkko Pollanen,M,FIN,109520.0,R,1372,1382,8,0,4,0,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,644.0,186.5,27/07/1994,313,196,87,14,26.0,13.0,4,4,8,2,2,0,0,0,3,1,0,0,0,4
2882,Sami Huurinainen,M,FIN,109684.0,U,0,0,3,0,2,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,237.0,186.5,18/08/1981,133,96,37,10,15.0,17.0,2,1,3,0,2,0,0,0,0,1,0,0,0,1
2883,Milos Sekulic,M,SWE,105427.0,R,806,879,14,0,7,0,14,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1093.0,185.33,09/11/1989,526,358,200,48,21.0,52.0,7,7,14,2,5,0,0,0,1,6,0,0,0,7
2884,Henrik Sillanpaa,M,FIN,105759.0,U,1273,1864,3,0,1,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,276.0,186.5,21/04/1991,143,94,45,12,11.0,15.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
2885,Lauri Kiiski,M,FIN,103643.0,R,1701,1701,5,0,2,0,3,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,480.0,186.5,15/10/1980,199,134,79,19,24.0,20.0,2,3,5,0,2,0,0,0,0,3,0,0,0,3
2886,Alexander Vasilenko,M,RUS,111193.0,R,479,714,22,0,12,0,12,7,4,2,5,3,1,-1,-1,-1,-1,-1,0,2229.0,187.27,27/02/1995,941,635,331,93,71.0,92.0,12,10,22,7,5,0,0,0,7,3,0,0,0,10
2887,Clement Geens,M,BEL,123785.0,R,245,604,60,0,28,0,30,15,18,7,12,6,-1,-1,-1,-1,-1,-1,0,4867.0,173.67,13/03/1996,2255,1484,722,210,224.0,249.0,28,32,60,2,26,0,0,0,6,26,0,0,0,30
2888,Germain Gigounon,M,BEL,105325.0,R,258,546,47,0,24,0,36,20,3,1,8,3,-1,-1,-1,-1,-1,-1,0,4432.0692531839595,173.67,20/04/1989,2039,1321,567,79,98.0,207.0,24,23,47,5,19,0,0,0,9,14,0,0,0,23
2889,Scott Griekspoor,M,NED,105691.0,R,209,610,79,1,36,0,16,8,1,-1,30,14,33,14,-1,-1,-1,-1,1,7808.097340615398,190.25,14/01/1991,3633,2540,1211,313,427.0,337.0,36,44,80,16,20,0,0,0,24,20,0,0,0,45
2890,Collin Johns,M,USA,126098.0,U,991,1258,4,0,1,0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,339.5486703076991,186.77,21/06/1993,155,102,54,14,4.0,11.0,1,3,4,1,0,0,0,0,1,2,0,0,0,3
2891,Austin Smith,M,USA,106269.0,U,0,0,4,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,282.0,186.77,06/12/1993,130,79,44,15,11.0,16.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
2892,Eric Quigley,M,USA,105281.0,U,297,443,49,0,25,0,37,19,12,6,-1,-1,-1,-1,-1,-1,-1,-1,0,4473.0,186.77,07/02/1989,2052,1502,786,166,286.0,197.0,25,24,49,25,0,0,0,0,22,1,1,0,0,24
2893,Andrew Carter,M,USA,105509.0,U,844,1832,22,0,5,0,14,5,7,-1,1,-1,-1,-1,-1,-1,-1,-1,0,2023.0,186.77,04/04/1990,819,477,285,67,32.0,88.0,5,17,22,4,1,0,0,0,14,3,0,0,0,17
2894,Dayne Kelly,M,AUS,105595.0,U,252,500,114,0,54,0,25,12,20,9,39,20,12,3,6,2,12,8,0,10805.151584689,187.08,05/08/1990,4851,3407,1443,382,538.0,466.0,54,60,114,50,3,1,0,0,55,4,1,0,0,60
2895,Rhyne Williams,M,USA,105733.0,R,585,1296,6,0,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,685.0,186.77,30/03/1991,292,195,114,19,31.0,32.0,3,3,6,3,0,0,0,0,3,0,0,0,0,3
2896,Dennis Nevolo,M,USA,105447.0,R,389,613,43,0,23,0,26,14,16,9,1,-1,-1,-1,-1,-1,-1,-1,0,3867.0,186.77,02/01/1990,1551,1073,656,132,99.0,130.0,23,20,43,23,0,0,0,0,20,0,0,0,0,20
2897,Eward Covalschi,M,USA,206859.0,U,0,0,2,0,1,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,124.0,186.77,18/12/1994,60,49,24,6,8.0,7.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
2898,Daniel Hobart,M,AUS,126574.0,U,1030,1163,7,0,3,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,407.0,187.08,18/03/1998,209,158,60,23,39.0,23.0,3,4,7,3,0,0,0,0,4,0,0,0,0,3
2899,Nicolas Meister,M,USA,105336.0,U,268,360,28,0,14,0,26,13,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,2826.0,186.77,22/05/1989,1116,769,369,59,66.0,79.0,14,14,28,14,0,0,0,0,14,0,0,0,0,14
2900,Sam Barry,M,IRL,105909.0,R,268,527,55,0,22,0,32,14,13,3,10,5,-1,-1,-1,-1,-1,-1,0,5356.0,185.76,05/02/1992,2493,1751,569,119,310.0,169.0,22,33,55,20,2,0,0,0,31,2,0,0,0,32
2901,Pedro Uribe,M,ESP,137573.0,U,0,0,4,0,1,0,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,231.0,182.65,20/01/1996,103,55,36,17,3.0,12.0,1,3,4,0,1,0,0,0,0,3,0,0,0,3
2902,Michel Vernier,M,CHI,106059.0,R,744,1115,26,0,8,0,12,5,9,3,2,-1,-1,-1,-1,-1,3,-1,0,2603.745282327772,185.0,02/10/1992,1122,745,316,64,49.0,97.0,8,18,26,0,8,0,0,0,2,16,0,0,0,17
2903,Rafael Matos,M,BRA,122425.0,U,466,1027,36,0,10,0,7,3,-1,-1,3,-1,13,5,4,-1,9,2,0,3371.2377777725933,184.54,10/01/1996,1677,1028,405,78,51.0,165.0,10,26,36,1,9,0,0,0,2,24,0,0,0,25
2904,Jose Fernando Carvajal Torres,M,COL,123747.0,R,1290,2192,9,0,2,0,7,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,579.8164663010081,188.0,21/03/1998,272,157,97,57,15.0,32.0,2,7,9,0,2,0,0,0,0,7,0,0,0,7
2905,Michael Quintero,M,COL,103590.0,R,1357,1379,6,0,1,0,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,448.0,188.0,11/07/1980,266,146,51,20,4.0,22.0,1,5,6,0,1,0,0,0,0,5,0,0,0,5
2906,Nicolas Santos,M,BRA,105068.0,R,505,955,12,0,7,0,10,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1103.0,184.54,09/01/1988,497,332,107,63,13.0,43.0,7,5,12,1,6,0,0,0,1,4,0,0,0,5
2907,Jorge Montero,M,CHI,105635.0,R,659,1277,31,0,13,0,14,6,9,4,8,3,-1,-1,-1,-1,-1,-1,0,2407.956903458203,185.0,20/09/1990,1143,786,417,98,83.0,112.0,13,18,31,4,9,0,0,0,5,13,0,0,0,18
2908,Jose Daniel Bendeck,M,COL,120982.0,R,1068,1230,7,0,2,0,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,517.140437157195,188.0,28/12/1990,214,125,89,43,14.0,42.0,2,5,7,0,2,0,0,0,0,5,0,0,0,5
2909,Guillermo Rivera Aranguiz,M,CHI,105288.0,R,516,793,12,0,5,0,10,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,930.0,185.0,06/02/1989,415,279,136,21,26.0,41.0,5,7,12,0,5,0,0,0,0,7,0,0,0,6
2910,Fernando Romboli,M,BRA,105262.0,R,335,1544,49,0,18,0,28,15,8,1,9,1,3,1,1,-1,-1,-1,0,3942.0,180.0,08/01/1989,1840,1220,558,169,161.0,167.0,18,31,49,2,16,0,0,0,6,25,0,0,0,31
2911,Marcelo Zormann Da Silva,M,BRA,110774.0,R,467,625,32,0,15,0,26,13,6,2,-1,-1,-1,-1,-1,-1,-1,-1,0,2654.0,184.54,11/06/1996,1191,814,392,104,75.0,123.0,15,17,32,2,13,0,0,0,2,15,0,0,0,15
2912,Bruno Santanna,M,BRA,106211.0,R,361,596,39,0,16,0,16,9,11,2,7,4,4,1,1,-1,-1,-1,0,3199.0,184.54,11/07/1993,1475,973,474,167,127.0,162.0,16,23,39,3,13,0,0,0,8,15,0,0,0,22
2913,Ricardo Hocevar,M,BRA,104550.0,R,485,570,13,0,5,0,10,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1156.0,180.0,05/05/1985,454,298,186,26,40.0,41.0,5,8,13,0,5,0,0,0,2,6,0,0,0,8
2914,Adam El Mihdawy,M,USA,105398.0,U,300,718,23,0,6,0,11,2,10,4,1,-1,1,-1,-1,-1,-1,-1,0,1354.0,186.77,08/08/1989,557,406,254,124,75.0,68.0,6,17,23,3,3,0,0,0,9,8,0,0,0,17
2915,Eduardo Struvay,M,COL,105679.0,R,158,787,49,1,19,0,36,14,11,4,2,1,-1,-1,1,-1,-1,-1,1,4506.516721297707,188.0,21/12/1990,1951,1446,647,171,368.0,163.0,19,31,50,11,8,0,0,0,17,10,4,0,0,32
2916,Mate Pavic,M,CRO,106207.0,L,638,929,7,0,3,0,4,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,626.0,190.5,06/07/1993,287,228,101,24,57.0,13.0,3,4,7,3,0,0,0,0,4,0,0,0,0,4
2917,Nils Langer,M,GER,105472.0,R,188,369,64,0,30,0,38,15,26,15,-1,-1,-1,-1,-1,-1,-1,-1,0,5653.728342428138,187.44,27/01/1990,2548,1789,840,171,241.0,223.0,30,34,64,21,9,0,0,0,17,16,1,0,0,33
2918,Jan Mertl,M,CZE,103902.0,R,224,515,40,0,16,0,28,11,8,3,4,2,-1,-1,-1,-1,-1,-1,0,3276.169447467828,190.0,07/01/1982,1491,1053,474,103,198.0,130.0,16,24,40,3,13,0,0,0,8,15,1,0,0,23
2919,Tomas Lipovsek Puches,M,ARG,106164.0,U,250,738,77,0,33,0,38,17,17,7,15,5,6,4,-1,-1,1,-1,0,7004.998069210724,184.5,17/04/1993,3197,1968,870,223,159.0,307.0,33,44,77,6,27,0,0,0,4,39,1,0,0,44
2920,Matteo Trevisan,M,ITA,105401.0,R,465,676,4,0,2,0,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,307.0,185.71,19/08/1989,150,108,39,6,19.0,17.0,2,2,4,1,1,0,0,0,1,1,0,0,0,2
2921,Brydan Klein,M,AUS,105454.0,R,184,613,166,2,75,0,46,24,54,22,29,14,35,14,4,1,-1,-1,0,16651.278943525114,183.0,04/01/1990,7223,5242,2421,721,1085.0,672.0,75,93,168,62,0,13,0,0,70,5,18,0,0,89
2922,Michal Przysiezny,M,POL,104308.0,R,302,1139,85,2,47,0,51,29,23,15,8,2,5,1,-1,-1,-1,-1,0,7905.8014571906515,185.0,18/02/1984,3790,2864,1347,293,748.0,294.0,47,40,87,37,0,10,0,0,33,4,3,0,0,39
2923,Maxim Dubarenco,M,MDA,106201.0,R,300,388,12,0,6,0,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1197.0,175.0,23/06/1993,571,361,146,24,38.0,49.0,6,6,12,3,3,0,0,0,4,2,0,0,0,5
2924,Nikola Cacic,M,SRB,105677.0,R,462,1332,60,0,23,0,15,6,8,3,30,12,7,2,-1,-1,-1,-1,0,5037.0,186.8,11/12/1990,2597,1824,822,143,261.0,261.0,23,37,60,12,11,0,0,0,17,20,0,0,0,36
2925,Carl Soderlund,M,SWE,144797.0,R,411,890,23,0,9,0,18,8,1,-1,-1,-1,3,1,-1,-1,1,-1,0,2410.0,185.33,03/06/1997,1129,736,377,69,55.0,125.0,9,14,23,3,6,0,0,0,5,9,0,0,0,13
2926,Fabrice Martin,M,FRA,104802.0,R,971,982,16,0,5,0,5,2,1,-1,6,2,4,1,-1,-1,-1,-1,0,1289.0,186.96,15/09/1986,744,532,216,46,149.0,56.0,5,11,16,3,0,2,0,0,9,1,1,0,0,10
2927,Frank Moser,M,GER,102864.0,R,848,984,11,0,5,0,10,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,918.0,193.0,27/09/1976,444,324,158,22,60.0,53.0,5,6,11,3,1,1,0,0,3,1,2,0,0,6
2928,Johan Nikles,M,SUI,126627.0,R,409,1069,16,0,7,0,4,1,-1,-1,-1,-1,1,-1,-1,-1,11,6,0,1446.9007285953253,182.83,23/03/1997,692,409,185,51,16.0,78.0,7,9,16,1,6,0,0,0,3,6,0,0,0,9
2929,Andreas Beck,M,GER,104676.0,L,286,400,31,0,19,0,31,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2624.013078321081,190.0,08/02/1986,1251,872,398,83,90.0,113.0,19,12,31,7,12,0,0,0,4,8,0,0,0,12
2930,Maxime Chazal,M,FRA,106172.0,U,234,603,61,0,25,0,26,9,13,8,12,5,10,3,-1,-1,-1,-1,0,5994.532653287258,186.96,29/04/1993,2693,1748,668,156,137.0,226.0,25,36,61,1,24,0,0,0,6,30,0,0,0,35
2931,Nikola Mektic,M,CRO,105254.0,R,289,566,69,1,35,0,61,33,8,2,-1,-1,1,-1,-1,-1,-1,-1,0,6856.533661197342,190.5,26/12/1988,3040,2133,1055,128,394.0,249.0,35,35,70,15,20,0,0,0,21,13,1,0,0,34
2932,Timo Stodder,M,GER,138821.0,U,1764,1764,6,0,2,0,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,530.0,187.44,19/05/1996,240,165,106,20,20.0,17.0,2,4,6,2,0,0,0,0,3,1,0,0,0,4
2933,Henrik Wiersholm,M,USA,111579.0,R,843,844,5,0,2,0,3,1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,602.0,186.77,29/03/1997,273,163,93,23,16.0,37.0,2,3,5,2,0,0,0,0,3,0,0,0,0,3
2934,Nicolas Barrientos,M,COL,104905.0,R,245,1200,64,0,25,0,45,21,-1,-1,4,-1,13,4,2,-1,-1,-1,0,5729.265865204032,175.0,30/04/1987,3142,2048,723,233,131.0,293.0,25,39,64,17,8,0,0,0,24,15,0,0,0,38
2935,Erik Crepaldi,M,ITA,105534.0,L,319,1254,57,0,26,0,36,18,13,5,8,3,-1,-1,-1,-1,-1,-1,0,5492.1254280468365,185.71,07/05/1990,2591,1619,668,119,101.0,223.0,26,31,57,18,8,0,0,0,18,13,0,0,0,30
2936,Sadio Doumbia,M,FRA,120775.0,U,250,472,161,0,73,0,54,31,28,9,30,13,29,14,12,4,8,2,1,15046.941894347845,186.96,14/09/1990,7327,4878,1872,634,517.0,658.0,73,88,161,50,23,0,0,0,46,42,0,0,0,87
2937,Maxime Authom,M,BEL,104893.0,R,268,473,20,0,8,0,13,7,7,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1731.0,173.67,02/04/1987,887,622,236,43,74.0,65.0,8,12,20,6,2,0,0,0,9,3,0,0,0,12
2938,Hugo Nys,M,MON,105714.0,R,333,1208,104,0,55,0,22,11,42,23,11,6,26,14,3,1,-1,-1,0,9369.928816026764,185.0,16/02/1991,4293,3077,1632,314,631.0,486.0,55,49,104,39,16,0,0,0,32,17,0,0,0,49
2939,Maxime Teixeira,M,FRA,105270.0,R,289,435,22,0,8,0,22,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1688.1685245886342,186.96,18/01/1989,828,539,198,102,74.0,75.0,8,14,22,5,3,0,0,0,6,8,0,0,0,13
2940,Benjamin Balleret,M,MON,104112.0,R,463,815,10,1,5,0,11,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,860.0,185.0,17/01/1983,480,313,139,23,38.0,48.0,5,6,11,4,1,0,0,0,4,2,0,0,0,5
2941,Louis Wessels,M,GER,144923.0,R,335,735,35,0,9,0,4,1,7,-1,4,1,18,6,2,1,-1,-1,0,2867.0,187.44,02/09/1998,1409,915,410,130,150.0,133.0,9,26,35,3,6,0,0,0,11,14,1,0,0,26
2942,Philip Bester,M,CAN,105229.0,R,274,580,34,0,13,0,26,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3022.0,188.0,11/10/1988,1399,993,506,109,140.0,130.0,13,21,34,13,0,0,0,0,20,1,0,0,0,21
2943,Patrik Rosenholm,M,SWE,105113.0,R,531,1026,16,2,9,1,12,7,6,3,-1,-1,-1,-1,-1,-1,-1,-1,0,1807.0,185.33,08/03/1988,887,656,343,49,107.0,93.0,10,8,18,9,1,0,0,0,5,3,0,0,0,8
2944,Michal Konecny,M,CZE,105421.0,L,285,599,33,0,9,0,20,5,7,2,6,2,-1,-1,-1,-1,-1,-1,0,2921.745282327772,190.38,18/10/1989,1383,950,473,146,156.0,133.0,9,24,33,5,3,1,0,0,13,8,3,0,0,24
2945,Michael Linzer,M,AUT,105426.0,R,257,354,72,0,32,0,42,20,30,12,-1,-1,-1,-1,-1,-1,-1,-1,0,7127.913806916406,185.2,07/11/1989,2839,1900,983,252,244.0,313.0,32,40,72,0,32,0,0,0,2,38,0,0,0,38
2946,Kristijan Mesaros,M,CRO,105175.0,R,227,425,7,0,2,0,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,0,872.3501274983494,190.5,02/07/1988,280,170,42,22,1.0,26.0,2,5,7,0,2,0,0,0,1,4,0,0,0,5
2947,Juan Pablo Paz,M,ARG,122536.0,R,284,580,74,0,35,0,25,12,38,19,11,4,-1,-1,-1,-1,-1,-1,0,6752.984990889642,184.5,08/01/1995,2745,1903,973,202,272.0,271.0,35,39,74,2,33,0,0,0,4,35,0,0,0,38
2948,Isak Arvidsson,M,SWE,106035.0,R,504,844,27,3,11,1,18,6,12,6,-1,-1,-1,-1,-1,-1,-1,-1,0,2923.0,185.33,07/08/1992,1393,998,459,110,217.0,115.0,12,18,30,6,6,0,0,0,6,12,0,0,0,17
2949,Marcin Gawron,M,POL,105152.0,U,498,1031,19,0,8,0,16,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1688.0,191.14,27/05/1988,754,501,292,46,85.0,84.0,8,11,19,3,5,0,0,0,3,8,0,0,0,11
2950,Peter Vajda,M,SVK,126540.0,U,767,1155,5,0,1,0,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,361.0,189.29,12/05/1996,186,118,52,23,23.0,12.0,1,4,5,1,0,0,0,0,1,3,0,0,0,4
2951,Patrik Fabian,M,SVK,106307.0,L,559,616,10,0,4,0,9,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,912.4924954448211,189.29,22/03/1994,484,344,118,25,66.0,38.0,4,6,10,3,1,0,0,0,2,4,0,0,0,6
2952,Matej Maruscak,M,SVK,117363.0,R,1297,1297,2,0,1,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,175.0,189.29,22/01/1995,106,75,19,8,4.0,3.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
2953,Marek Semjan,M,SVK,105043.0,U,1238,1269,3,0,1,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,217.0,189.29,06/11/1987,130,100,35,3,34.0,10.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
2954,Matej Vocel,M,CZE,200108.0,U,802,1031,13,0,5,0,7,3,5,2,1,-1,-1,-1,-1,-1,-1,-1,0,1194.0,190.38,21/05/1997,482,363,199,41,81.0,35.0,5,8,13,2,3,0,0,0,2,6,0,0,0,8
2955,Vadym Ursu,M,UKR,134068.0,R,605,1085,35,0,17,0,17,9,9,4,5,3,2,1,2,-1,-1,-1,0,2983.0,185.25,06/01/1997,1330,812,476,181,81.0,146.0,17,18,35,11,6,0,0,0,11,7,0,0,0,18
2956,Igor Zelenay,M,SVK,103938.0,R,1223,1223,13,0,6,0,5,3,4,2,3,1,1,-1,-1,-1,-1,-1,0,1169.0,198.0,12/02/1982,575,416,158,36,82.0,46.0,6,7,13,3,3,0,0,0,3,4,0,0,0,7
2957,Mikhail Elgin,M,RUS,103863.0,R,343,1609,61,0,27,0,27,15,9,3,23,9,1,-1,1,-1,-1,-1,0,5123.0,183.0,13/10/1981,2430,1738,728,162,334.0,240.0,27,34,61,17,10,0,0,0,26,8,0,0,0,34
2958,Petr Michnev,M,CZE,116985.0,R,233,598,50,0,21,0,18,11,30,10,2,-1,-1,-1,-1,-1,-1,-1,0,3814.28087431439,190.38,03/08/1989,1800,1279,707,121,321.0,182.0,21,29,50,10,11,0,0,0,11,17,1,0,0,29
2959,Denis Matsukevitch,M,RUS,104707.0,R,757,1029,31,0,12,0,17,7,12,5,2,-1,-1,-1,-1,-1,-1,-1,0,2419.0,190.0,28/03/1986,1178,805,369,110,126.0,110.0,12,19,31,10,2,0,0,0,16,3,0,0,0,17
2960,Saidalo Saidkarimov,M,UZB,132299.0,U,1676,2173,8,0,3,0,6,2,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,564.0,192.0,28/09/1997,291,201,93,28,14.0,32.0,3,5,8,2,1,0,0,0,4,1,0,0,0,5
2961,Riccardo Ghedin,M,ITA,104644.0,R,463,1480,50,0,23,0,29,15,21,8,-1,-1,-1,-1,-1,-1,-1,-1,0,3853.816466301008,188.0,08/12/1985,1897,1275,691,169,196.0,161.0,23,27,50,8,15,0,0,0,11,15,1,0,0,27
2962,Markos Kalovelonis,M,GRE,109737.0,R,445,783,26,0,15,0,17,11,4,2,-1,-1,2,1,2,1,1,-1,0,2093.0,190.5,24/05/1994,1065,762,380,69,199.0,102.0,15,11,26,12,3,0,0,0,9,2,0,0,0,11
2963,Kirill Komarov,M,RUS,122272.0,R,2122,2130,6,0,2,0,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,462.0,187.27,03/01/1992,215,143,63,30,21.0,12.0,2,4,6,1,1,0,0,0,3,1,0,0,0,4
2964,Vitaly Kozyukov,M,RUS,106330.0,R,564,856,30,0,19,0,21,14,9,5,-1,-1,-1,-1,-1,-1,-1,-1,0,2645.0,187.27,08/06/1994,1294,919,309,98,134.0,84.0,19,11,30,17,2,0,0,0,9,2,0,0,0,11
2965,Roman Hassanov,M,KAZ,122236.0,R,671,1152,24,0,8,0,7,3,6,2,11,3,-1,-1,-1,-1,-1,-1,0,1822.0,188.4,11/09/1996,869,555,312,83,51.0,74.0,8,16,24,5,3,0,0,0,10,6,0,0,0,16
2966,Ruan Roelofse,M,RSA,105434.0,R,598,1657,98,0,47,0,29,14,29,17,27,12,5,1,8,3,-1,-1,0,8276.421311471586,198.0,21/11/1989,4011,2990,1340,301,674.0,309.0,47,51,98,45,2,0,0,0,45,6,0,0,0,49
2967,Andrei Vasilevski,M,BLR,105781.0,R,591,939,41,0,17,0,31,14,10,4,2,-1,-1,-1,-1,-1,-1,-1,0,3379.0,194.5,03/06/1991,1700,1273,635,151,336.0,147.0,18,25,43,13,5,0,0,0,16,9,0,0,0,24
